src,dst,type
selvinf78069837,manfredoguate,reply
jotiaalvarez,lourdeshercules,mention
jotiaalvarez,traficogt,mention
jotiaalvarez,lourdeshercules,reply
angeln8,caminos_civ,mention
angeln8,munivillanueva,mention
angeln8,mynor_zurita,mention
angeln8,prensa_libre,mention
angeln8,traficogt,mention
angeln8,caminos_civ,reply
rudytejedagt,traficogt,mention
rc_gt,congresoguate,mention
rc_gt,pedgar05,mention
rc_gt,traficogt,mention
rc_gt,pedgar05,reply
jamilto71384561,samuel_pz,mention
jamilto71384561,traficogt,mention
jamilto71384561,samuel_pz,reply
erwinmonterros1,alex_balsells,mention
erwinmonterros1,traficogt,mention
erwinmonterros1,alex_balsells,reply
erwinmonterros1,ricigt1,mention
erwinmonterros1,traficogt,mention
erwinmonterros1,ricigt1,reply
donnerorlando,traficogt,mention
donnerorlando,vichoguate,mention
albertjoreyes84,donnerorlando,mention
albertjoreyes84,traficogt,mention
albertjoreyes84,vichoguate,mention
albertjoreyes84,donnerorlando,reply
matreg8,amilcarmontejo,mention
matreg8,santosdalia,mention
matreg8,traficogt,mention
eliucyc,cc_guatemala,mention
eliucyc,congresoguate,mention
eliucyc,factor4_gt,mention
eliucyc,traficogt,mention
eliucyc,factor4_gt,reply
ninomatute,oscargiron,mention
arnulfodivas2,chepezamora,mention
arnulfodivas2,ep_investiga,mention
arnulfodivas2,traficogt,mention
arnulfodivas2,ep_investiga,reply
arnulfodivas2,drgiammattei,mention
arnulfodivas2,el_periodico,mention
arnulfodivas2,jczamora,mention
arnulfodivas2,mpguatemala,mention
arnulfodivas2,mpguatemala_en,mention
arnulfodivas2,statedept,mention
arnulfodivas2,traficogt,mention
arnulfodivas2,usembassyguate,mention
arnulfodivas2,jczamora,reply
erwtech,barevalodeleon,mention
erwtech,karinherreravp,mention
erwtech,msemillagt,mention
erwtech,ricigt1,mention
erwtech,traficogt,mention
erwtech,ricigt1,reply
lukassgtm,lahoragt,mention
lukassgtm,traficogt,mention
lukassgtm,lahoragt,reply
sanderbike,prensacomunitar,mention
sanderbike,traficogt,mention
sanderbike,prensacomunitar,reply
florydeprez2,amilcarmontejo,mention
florydeprez2,mpguatemala,mention
florydeprez2,traficogt,mention
florydeprez2,mpguatemala,reply
satanguate,guatemalagob,mention
satanguate,jojosamgt,mention
satanguate,mmendoza_gt,mention
satanguate,traficogt,mention
satanguate,jojosamgt,reply
dieletgo,guatemalagob,mention
dieletgo,jojosamgt,mention
dieletgo,mmendoza_gt,mention
dieletgo,traficogt,mention
dieletgo,jojosamgt,reply
joshchapin,guatemalagob,mention
joshchapin,jojosamgt,mention
joshchapin,mmendoza_gt,mention
joshchapin,traficogt,mention
joshchapin,jojosamgt,reply
luzroh879,guatemalagob,mention
luzroh879,jojosamgt,mention
luzroh879,mmendoza_gt,mention
luzroh879,traficogt,mention
luzroh879,jojosamgt,reply
lamidupeuplee,guatemalagob,mention
lamidupeuplee,jojosamgt,mention
lamidupeuplee,mmendoza_gt,mention
lamidupeuplee,traficogt,mention
lamidupeuplee,jojosamgt,reply
m_rob_13,traficogt,mention
m_rob_13,traficogt,reply
dark_mastergt,manfredoguate,mention
dark_mastergt,traficogt,mention
dark_mastergt,manfredoguate,reply
bergnesegurrola,bomberosmuni,mention
bergnesegurrola,bvoluntariosgt,mention
bergnesegurrola,muniguate,mention
bergnesegurrola,munimixco_,mention
bergnesegurrola,pmt_villanueva,mention
bergnesegurrola,traficogt,mention
bergnesegurrola,bergnesegurrola,reply
lowvanns,bergnesegurrola,mention
lowvanns,blushizzi,mention
lowvanns,bomberosmuni,mention
lowvanns,muniguate,mention
lowvanns,munimixco_,mention
lowvanns,pmt_villanueva,mention
lowvanns,traficogt,mention
lowvanns,bergnesegurrola,reply
blushizzi,bergnesegurrola,mention
blushizzi,bomberosmuni,mention
blushizzi,lowvanns,mention
blushizzi,muniguate,mention
blushizzi,munimixco_,mention
blushizzi,pmt_villanueva,mention
blushizzi,traficogt,mention
blushizzi,lowvanns,reply
jl2maeu,lahoragt,mention
jl2maeu,traficogt,mention
jl2maeu,lahoragt,reply
anacasgu19,chepezamora,mention
anacasgu19,manfredoguate,mention
anacasgu19,traficogt,mention
anacasgu19,manfredoguate,reply
yogu_light,muniguate,mention
yogu_light,pialaperiodista,mention
yogu_light,quorumgt,mention
yogu_light,traficogt,mention
yogu_light,quorumgt,reply
alejandro2024gt,amilcarmontejo,mention
alejandro2024gt,aztecaguate,mention
alejandro2024gt,noti7guatemala,mention
alejandro2024gt,traficogt,mention
alejandro2024gt,amilcarmontejo,reply
mynor_veliz,guatemalagob,mention
mynor_veliz,jojosamgt,mention
mynor_veliz,mmendoza_gt,mention
mynor_veliz,traficogt,mention
mynor_veliz,jojosamgt,reply
mayorgajoselit,lahoragt,mention
mayorgajoselit,traficogt,mention
mayorgajoselit,lahoragt,reply
soyflordemaria,amaguatemala,mention
soyflordemaria,amilcarmontejo,mention
soyflordemaria,beadelcid,mention
soyflordemaria,isa_argueta,mention
soyflordemaria,mariarenepy,mention
soyflordemaria,mishamoliviatis,mention
soyflordemaria,prosperoventura,mention
soyflordemaria,revistapetmi,mention
soyflordemaria,traficogt,mention
soyflordemaria,isa_argueta,reply
romelau7172,mmendoza_gt,mention
romelau7172,traficogt,mention
romelau7172,mmendoza_gt,reply
carcamito10,bancadasemilla,mention
carcamito10,traficogt,mention
carcamito10,bancadasemilla,reply
lsanchez_gtv,guatevision_tv,mention
lsanchez_gtv,jazmindela_vega,mention
lsanchez_gtv,prensa_libre,mention
estelar21362549,foppaguate,mention
estelar21362549,traficogt,mention
estelar21362549,foppaguate,reply
judithcolnj1,esta_busqueda,mention
judithcolnj1,ojguatemala,mention
judithcolnj1,traficogt,mention
judithcolnj1,esta_busqueda,reply
traficogt,guatemalagob,mention
traficogt,guatemalagob,reply
traficogt,barevalodeleon,mention
traficogt,guatemalagob,mention
traficogt,guatemalagob,reply
traficogt,barevalodeleon,mention
traficogt,guatemalagob,mention
traficogt,guatemalagob,reply
traficogt,minsaludguate,mention
traficogt,minsaludguate,reply
batallonjalapa,alex_balsells,mention
batallonjalapa,traficogt,mention
batallonjalapa,alex_balsells,reply
mylemlem,mintrabajoguate,mention
mylemlem,traficogt,mention
mylemlem,vozdeltuit,mention
mylemlem,vozdeltuit,reply
estelar21362549,darwinhk,mention
estelar21362549,traficogt,mention
estelar21362549,darwinhk,reply
robertotobar42,bancadasemilla,mention
robertotobar42,traficogt,mention
robertotobar42,bancadasemilla,reply
johnnyhurtarte,traficogt,mention
johnnyhurtarte,traficogt,reply
florydeprez2,amilcarmontejo,mention
florydeprez2,cesargarcia0293,mention
florydeprez2,rquinonezl,mention
florydeprez2,traficogt,mention
florydeprez2,transmetroguate,mention
florydeprez2,amilcarmontejo,reply
johnnyhurtarte,marieloscm,mention
johnnyhurtarte,traficogt,mention
johnnyhurtarte,marieloscm,reply
guillepefe2012,_cristiangt,mention
guillepefe2012,amilcarmontejo,mention
guillepefe2012,cesargarcia0293,mention
guillepefe2012,florydeprez2,mention
guillepefe2012,muniguate,mention
guillepefe2012,rquinonezl,mention
guillepefe2012,traficogt,mention
guillepefe2012,transmetroguate,mention
guillepefe2012,florydeprez2,reply
batallonjalapa,leomarksal,mention
batallonjalapa,manfredoguate,mention
batallonjalapa,traficogt,mention
batallonjalapa,leomarksal,reply
carcamito10,leomarksal,mention
carcamito10,manfredoguate,mention
carcamito10,traficogt,mention
carcamito10,leomarksal,reply
gladys26483741,traficogt,mention
gladys26483741,traficogt,reply
dora_melgar,irenemhastings,mention
dora_melgar,traficogt,mention
dora_melgar,irenemhastings,reply
ldubon63,manfredoguate,mention
ldubon63,traficogt,mention
ldubon63,manfredoguate,reply
ldubon63,josmchacn2,mention
ldubon63,traficogt,mention
ldubon63,josmchacn2,reply
mariaisabelg65,esta_busqueda,mention
mariaisabelg65,traficogt,mention
mariaisabelg65,esta_busqueda,reply
camuadip,samuel_pz,mention
camuadip,traficogt,mention
camuadip,samuel_pz,reply
visioninternaci,lagrace_s20,mention
visioninternaci,traficogt,mention
visioninternaci,lagrace_s20,reply
noficciongt,asierandres,mention
gersonbarrera,barevalodeleon,mention
gersonbarrera,ep_investiga,mention
gersonbarrera,karinherreravp,mention
gersonbarrera,traficogt,mention
gersonbarrera,ep_investiga,reply
susylu17281115,traficogt,mention
susylu17281115,traficogt,reply
blaguila,amilcarmontejo,mention
blaguila,traficogt,mention
blaguila,amilcarmontejo,reply
rudytejedagt,guatemalagob,mention
rudytejedagt,insivumehgt,mention
rudytejedagt,minsaludguate,mention
rudytejedagt,traficogt,mention
traficogt,barevalodeleon,mention
traficogt,miciviguate,mention
lisethrecinos5,mintrabajoguate,mention
lisethrecinos5,traficogt,mention
lisethrecinos5,vozdeltuit,mention
lisethrecinos5,vozdeltuit,reply
traficogt,barevalodeleon,mention
traficogt,minecogt,mention
traficogt,minecogt,reply
cedr2506,bollmannc,mention
cedr2506,jlfont001,mention
cedr2506,miciviguate,mention
cedr2506,traficogt,mention
cedr2506,bollmannc,reply
judithcolnj1,lorenaescobar8,mention
judithcolnj1,traficogt,mention
judithcolnj1,lorenaescobar8,reply
ldubon63,lorenaescobar8,mention
ldubon63,traficogt,mention
ldubon63,lorenaescobar8,reply
chofito63569841,barevalodeleon,mention
chofito63569841,miciviguate,mention
chofito63569841,traficogt,mention
chofito63569841,traficogt,reply
marcoau53512627,barevalodeleon,mention
marcoau53512627,miciviguate,mention
marcoau53512627,traficogt,mention
marcoau53512627,traficogt,reply
marielizlucero,guss_marro,mention
marielizlucero,traficogt,mention
marielizlucero,guss_marro,reply
vvj_gt,barevalodeleon,mention
vvj_gt,miciviguate,mention
vvj_gt,traficogt,mention
vvj_gt,traficogt,reply
ldubon63,darwinhk,mention
ldubon63,traficogt,mention
ldubon63,darwinhk,reply
lajudaica,discosbeagle,mention
lajudaica,traficogt,mention
lajudaica,discosbeagle,reply
qj6d6q7rqw,fiscalnvicto,mention
qj6d6q7rqw,traficogt,mention
qj6d6q7rqw,fiscalnvicto,reply
lajudaica,fiscalnvicto,mention
lajudaica,traficogt,mention
lajudaica,fiscalnvicto,reply
dondieg28700696,congresoguate,mention
dondieg28700696,figueroasarti,mention
dondieg28700696,traficogt,mention
dondieg28700696,figueroasarti,reply
rafason,discosbeagle,mention
rafason,traficogt,mention
rafason,discosbeagle,reply
rudytejedagt,insivumehgt,mention
rudytejedagt,minsaludguate,mention
rudytejedagt,traficogt,mention
lizygalindo,coronavirusgt,mention
lizygalindo,traficogt,mention
lizygalindo,coronavirusgt,reply
florydeprez2,amilcarmontejo,mention
florydeprez2,dtransitopnc,mention
florydeprez2,rquinonezl,mention
florydeprez2,traficogt,mention
florydeprez2,amilcarmontejo,reply
ep_investiga,barevalodeleon,mention
varrecisg,alunasilva,mention
varrecisg,pueblaonline,mention
varrecisg,traficogt,mention
varrecisg,alunasilva,reply
alejandro2024gt,amilcarmontejo,mention
alejandro2024gt,aztecaguate,mention
alejandro2024gt,emetragt,mention
alejandro2024gt,noti7guatemala,mention
alejandro2024gt,nuestrodiario,mention
alejandro2024gt,soy_502,mention
alejandro2024gt,traficogt,mention
alejandro2024gt,emetragt,reply
chofito63569841,hshetemul,mention
chofito63569841,traficogt,mention
chofito63569841,hshetemul,reply
chofito63569841,manfredoguate,mention
chofito63569841,traficogt,mention
chofito63569841,manfredoguate,reply
chofito63569841,aandresf9,mention
chofito63569841,traficogt,mention
chofito63569841,aandresf9,reply
rudytejedagt,guatemalagob,mention
rudytejedagt,insivumehgt,mention
rudytejedagt,minsaludguate,mention
rudytejedagt,traficogt,mention
visioninternaci,mmendoza_gt,mention
visioninternaci,traficogt,mention
visioninternaci,mmendoza_gt,reply
hrpernillo,mmendoza_gt,mention
hrpernillo,traficogt,mention
hrpernillo,mmendoza_gt,reply
ldubon63,sperezattias,mention
ldubon63,traficogt,mention
ldubon63,sperezattias,reply
londygarciac,sperezattias,mention
londygarciac,traficogt,mention
londygarciac,sperezattias,reply
rudytejedagt,insivumehgt,mention
rudytejedagt,minsaludguate,mention
rudytejedagt,traficogt,mention
verdadlesduele,conapgt,mention
verdadlesduele,mmendoza_gt,mention
verdadlesduele,traficogt,mention
verdadlesduele,mmendoza_gt,reply
fernand58750771,traficogt,mention
fernand58750771,traficogt,reply
batallonjalapa,raulbarreragt,mention
batallonjalapa,traficogt,mention
batallonjalapa,raulbarreragt,reply
pwichini,traficogt,mention
pwichini,traficogt,reply
ldubon63,ricigt1,mention
ldubon63,traficogt,mention
ldubon63,ricigt1,reply
sanderbike,traficogt,mention
sanderbike,usembassyguate,mention
sanderbike,vozdeltuit,mention
sanderbike,vozdeltuit,reply
johnnyhurtarte,ricigt1,mention
johnnyhurtarte,traficogt,mention
johnnyhurtarte,ricigt1,reply
chofito63569841,traficogt,mention
chofito63569841,traficogt,reply
300867ivan,traficogt,mention
300867ivan,traficogt,reply
kalinpal53,cc_guatemala,mention
kalinpal53,jlfont001,mention
kalinpal53,traficogt,mention
kalinpal53,jlfont001,reply
rack2311,mmendoza_gt,mention
rack2311,traficogt,mention
rack2311,mmendoza_gt,reply
batallonjalapa,alex_balsells,mention
batallonjalapa,cc_guatemala,mention
batallonjalapa,traficogt,mention
batallonjalapa,alex_balsells,reply
batallonjalapa,aandresf9,mention
batallonjalapa,contraloria_gt,mention
batallonjalapa,drgiammattei,mention
batallonjalapa,traficogt,mention
batallonjalapa,aandresf9,reply
t1eetc_noticias,fjimenezmingob,mention
fco9168,_ojoconmipisto,mention
fco9168,anam_guatemala,mention
fco9168,cc_guatemala,mention
fco9168,traficogt,mention
fco9168,_ojoconmipisto,reply
molinerosed,coronavirusgt,mention
molinerosed,ronald_mackay,mention
molinerosed,rutaal,mention
molinerosed,susanamorazan,mention
molinerosed,traficogt,mention
molinerosed,ronald_mackay,reply
erwinmonterros1,lahoragt,mention
erwinmonterros1,traficogt,mention
erwinmonterros1,lahoragt,reply
chejopolanc,pmt_smp,mention
chejopolanc,pmt_villanueva,mention
chejopolanc,traficogt,mention
chejopolanc,pmt_villanueva,reply
cassianolucy,coronavirusgt,mention
cassianolucy,molinerosed,mention
cassianolucy,mpguatemala,mention
cassianolucy,pdhgt,mention
cassianolucy,ronald_mackay,mention
cassianolucy,rutaal,mention
cassianolucy,susanamorazan,mention
cassianolucy,traficogt,mention
cassianolucy,molinerosed,reply
tetobustamante,alex_balsells,mention
tetobustamante,traficogt,mention
tetobustamante,alex_balsells,reply
cc_abogado,ep_investiga,mention
cc_abogado,traficogt,mention
cc_abogado,ep_investiga,reply
gloriaanneliess,cc_abogado,mention
gloriaanneliess,ep_investiga,mention
gloriaanneliess,traficogt,mention
gloriaanneliess,cc_abogado,reply
gloriaanneliess,cc_abogado,mention
gloriaanneliess,ep_investiga,mention
gloriaanneliess,rodrigo74828679,mention
gloriaanneliess,traficogt,mention
gloriaanneliess,rodrigo74828679,reply
gloriaanneliess,cc_abogado,mention
gloriaanneliess,ep_investiga,mention
gloriaanneliess,rodrigo74828679,mention
gloriaanneliess,traficogt,mention
gloriaanneliess,rodrigo74828679,reply
chilaberta,lahoragt,mention
chilaberta,traficogt,mention
chilaberta,lahoragt,reply
chilaberta,lahoragt,mention
chilaberta,traficogt,mention
chilaberta,lahoragt,reply
windez007,amilcarmontejo,mention
windez007,pmtmuniguate,mention
windez007,traficogt,mention
windez007,pmtmuniguate,reply
johnnyhurtarte,manfredoguate,mention
johnnyhurtarte,traficogt,mention
johnnyhurtarte,manfredoguate,reply
sanderbike,lahoragt,mention
sanderbike,traficogt,mention
sanderbike,lahoragt,reply
sanderbike,prensacomunitar,mention
sanderbike,traficogt,mention
sanderbike,prensacomunitar,reply
gio_mar1610,emisorasunidas,mention
gio_mar1610,guatevision_tv,mention
gio_mar1610,munimixco_,mention
gio_mar1610,netobran,mention
gio_mar1610,sonora969,mention
gio_mar1610,traficogt,mention
elizave15409733,manfredoguate,mention
elizave15409733,traficogt,mention
elizave15409733,manfredoguate,reply
alejandro2024gt,amilcarmontejo,mention
alejandro2024gt,aztecaguate,mention
alejandro2024gt,noti7guatemala,mention
alejandro2024gt,t13noticias,mention
alejandro2024gt,traficogt,mention
alejandro2024gt,amilcarmontejo,reply
frescosuchiles,traficogt,mention
alejandro2024gt,amilcarmontejo,mention
alejandro2024gt,emetragt,mention
alejandro2024gt,noti7guatemala,mention
alejandro2024gt,traficogt,mention
alejandro2024gt,traficogt,reply
florydeprez2,muniguate,mention
florydeprez2,rquinonezl,mention
florydeprez2,traficogt,mention
florydeprez2,muniguate,reply
eeliezer1985,amilcarmontejo,mention
eeliezer1985,bomberosmuni,mention
eeliezer1985,bvoluntariosgt,mention
eeliezer1985,traficogt,mention
angeln8,pmt_villanueva,mention
angeln8,traficogt,mention
angeln8,pmt_villanueva,reply
luisficarpediem,traficogt,mention
olavdirkmaat,luisficarpediem,mention
olavdirkmaat,traficogt,mention
olavdirkmaat,luisficarpediem,reply
banalucas,luisficarpediem,mention
banalucas,traficogt,mention
banalucas,luisficarpediem,reply
mpguatemala,mpguatemala,reply
batallonjalapa,almagro_oea2015,mention
batallonjalapa,traficogt,mention
batallonjalapa,almagro_oea2015,reply
ldubon63,ricigt1,mention
ldubon63,traficogt,mention
ldubon63,ricigt1,reply
eeliezer1985,amilcarmontejo,mention
eeliezer1985,dtransitopnc,mention
eeliezer1985,muniguate,mention
eeliezer1985,pncdeguatemala,mention
eeliezer1985,traficogt,mention
hectordavila10,jsandoval1982,mention
hectordavila10,ricigt1,mention
hectordavila10,traficogt,mention
hectordavila10,ricigt1,reply
betocardonam,traficogt,mention
chofito63569841,jul_sando_1962,mention
chofito63569841,juliohectore,mention
chofito63569841,mmendoza_gt,mention
chofito63569841,traficogt,mention
chofito63569841,jul_sando_1962,reply
citizen_tobino,carlosrkestler,mention
citizen_tobino,cc_guatemala,mention
citizen_tobino,traficogt,mention
citizen_tobino,carlosrkestler,reply
laaldecoa18,amilcarmontejo,mention
laaldecoa18,pncdeguatemala,mention
laaldecoa18,traficogt,mention
laaldecoa18,traficogt,reply
batallonjalapa,felixsinexcusas,mention
batallonjalapa,traficogt,mention
batallonjalapa,felixsinexcusas,reply
batallonjalapa,lahoragt,mention
batallonjalapa,traficogt,mention
batallonjalapa,lahoragt,reply
loquique,alex56gt,mention
loquique,marioquan,mention
loquique,marioquan,reply
prensacomunitar,bernardocaal2,mention
prensacomunitar,cc_guatemala,mention
gersintos,czardetto,mention
gersintos,traficogt,mention
gersintos,czardetto,reply
rodrigo79349039,pattyo502,mention
rodrigo79349039,samuel_pz,mention
rodrigo79349039,traficogt,mention
rodrigo79349039,samuel_pz,reply
ldubon63,czardetto,mention
ldubon63,traficogt,mention
ldubon63,czardetto,reply
divas0598,amilcarmontejo,mention
divas0598,traficogt,mention
divas0598,amilcarmontejo,reply
